"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0031627","telomeric loop formation","BP",2,0,1,1,0.298358267363055
"GO:0035990","tendon cell differentiation","BP",2,1,1,0.324478508935047,0.298358267363055
"GO:0035992","tendon formation","BP",2,1,1,0.324478508935047,0.298358267363055
"GO:0046247","terpene catabolic process","BP",2,0,1,1,0.298358267363055
"GO:0042214","terpene metabolic process","BP",2,0,1,1,0.298358267363055
"GO:0046900","tetrahydrofolylpolyglutamate metabolic process","BP",2,1,1,0.324478508935047,0.298358267363055
"GO:0016108","tetraterpenoid metabolic process","BP",2,0,1,1,0.298358267363055
"GO:0030974","thiamine pyrophosphate transmembrane transport","BP",2,1,1,0.324478508935047,0.298358267363055
"GO:0097536","thymus epithelium morphogenesis","BP",2,1,1,0.324478508935047,0.298358267363055
"GO:0048014","Tie signaling pathway","BP",2,0,1,1,0.298358267363055
"GO:0035981","tongue muscle cell differentiation","BP",2,0,1,1,0.298358267363055
"GO:0009386","translational attenuation","BP",2,0,1,1,0.298358267363055
"GO:0005991","trehalose metabolic process","BP",2,0,1,1,0.298358267363055
"GO:0006722","triterpenoid metabolic process","BP",2,1,1,0.324478508935047,0.298358267363055
"GO:0042779","tRNA 3'-trailer cleavage","BP",2,0,1,1,0.298358267363055
"GO:0034414","tRNA 3'-trailer cleavage, endonucleolytic","BP",2,0,1,1,0.298358267363055
"GO:0002939","tRNA N1-guanine methylation","BP",2,0,1,1,0.298358267363055
"GO:0002940","tRNA N2-guanine methylation","BP",2,0,1,1,0.298358267363055
"GO:0016068","type I hypersensitivity","BP",2,1,1,0.324478508935047,0.298358267363055
"GO:0015786","UDP-glucose transmembrane transport","BP",2,1,1,0.324478508935047,0.298358267363055
"GO:0046398","UDP-glucuronate metabolic process","BP",2,1,1,0.324478508935047,0.298358267363055
"GO:0072193","ureter smooth muscle cell differentiation","BP",2,0,1,1,0.298358267363055
"GO:0072191","ureter smooth muscle development","BP",2,0,1,1,0.298358267363055
"GO:0072190","ureter urothelium development","BP",2,0,1,1,0.298358267363055
"GO:0048203","vesicle targeting, trans-Golgi to endosome","BP",2,0,1,1,0.298358267363055
"GO:0019075","virus maturation","BP",2,1,1,0.324478508935047,0.298358267363055
"GO:0046110","xanthine metabolic process","BP",2,1,1,0.324478508935047,0.298358267363055
"GO:0005997","xylulose metabolic process","BP",2,0,1,1,0.298358267363055
"GO:0014074","response to purine-containing compound","BP",104,21,18,0.298643202096823,0.423546976422223
"GO:0060419","heart growth","BP",67,14,8,0.299231979311549,0.871657269717565
"GO:0022406","membrane docking","BP",67,14,11,0.299231979311549,0.535079750976312
"GO:2000027","regulation of animal organ morphogenesis","BP",85,17,16,0.34004014068884,0.299666248523499
"GO:0060038","cardiac muscle cell proliferation","BP",41,9,2,0.300717366541472,0.993768369332047
"GO:0043537","negative regulation of blood vessel endothelial cell migration","BP",41,9,6,0.300717366541472,0.67425745677529
"GO:0050918","positive chemotaxis","BP",45,4,9,0.970517336724093,0.302380714558828
"GO:0001935","endothelial cell proliferation","BP",115,23,17,0.304004565890297,0.702014769825806
"GO:0014031","mesenchymal cell development","BP",62,13,8,0.304487500716011,0.809817920853548
"GO:0036230","granulocyte activation","BP",36,8,5,0.304921740142371,0.716910928494793
"GO:0086009","membrane repolarization","BP",36,8,6,0.304921740142371,0.54160124380162
"GO:0120163","negative regulation of cold-induced thermogenesis","BP",36,8,5,0.304921740142371,0.716910928494793
"GO:0032088","negative regulation of NF-kappaB transcription factor activity","BP",68,13,13,0.437584024050855,0.305431342923349
"GO:0001510","RNA methylation","BP",68,13,13,0.437584024050855,0.305431342923349
"GO:0009074","aromatic amino acid family catabolic process","BP",12,2,3,0.657948259076505,0.307280155028045
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:0055003","cardiac myofibril assembly","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:0060352","cell adhesion molecule production","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:1990858","cellular response to lectin","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:0070593","dendrite self-avoidance","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:0000727","double-strand break repair via break-induced replication","BP",12,1,3,0.905036971988901,0.307280155028045
"GO:0043970","histone H3-K9 acetylation","BP",12,2,3,0.657948259076505,0.307280155028045
"GO:0035855","megakaryocyte development","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:0030033","microvillus assembly","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:0090646","mitochondrial tRNA processing","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:0002713","negative regulation of B cell mediated immunity","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:0045721","negative regulation of gluconeogenesis","BP",12,2,3,0.657948259076505,0.307280155028045
"GO:0002890","negative regulation of immunoglobulin mediated immune response","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:0031115","negative regulation of microtubule polymerization","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:0042532","negative regulation of tyrosine phosphorylation of STAT protein","BP",12,2,3,0.657948259076505,0.307280155028045
"GO:0043574","peroxisomal transport","BP",12,2,3,0.657948259076505,0.307280155028045
"GO:0035435","phosphate ion transmembrane transport","BP",12,1,3,0.905036971988901,0.307280155028045
"GO:1900264","positive regulation of DNA-directed DNA polymerase activity","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:0032930","positive regulation of superoxide anion generation","BP",12,2,3,0.657948259076505,0.307280155028045
"GO:0002730","regulation of dendritic cell cytokine production","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:1900262","regulation of DNA-directed DNA polymerase activity","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:1902036","regulation of hematopoietic stem cell differentiation","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:1905038","regulation of membrane lipid metabolic process","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:0090153","regulation of sphingolipid biosynthetic process","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:0003091","renal water homeostasis","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:1990840","response to lectin","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:0035864","response to potassium ion","BP",12,3,3,0.363380398536661,0.307280155028045
"GO:0046632","alpha-beta T cell differentiation","BP",78,16,11,0.308160432531055,0.740769480305267
"GO:0048640","negative regulation of developmental growth","BP",78,16,11,0.308160432531055,0.740769480305267
"GO:0003341","cilium movement","BP",144,22,26,0.816577849488526,0.30850112836087
"GO:0048286","lung alveolus development","BP",31,7,6,0.308851649402534,0.389894083819018
"GO:1903170","negative regulation of calcium ion transmembrane transport","BP",31,7,6,0.308851649402534,0.389894083819018
"GO:0022602","ovulation cycle process","BP",31,7,2,0.308851649402534,0.971212885768702
"GO:0045840","positive regulation of mitotic nuclear division","BP",31,7,5,0.308851649402534,0.581514779283797
"GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus","BP",31,7,6,0.308851649402534,0.389894083819018
"GO:0072538","T-helper 17 type immune response","BP",31,7,2,0.308851649402534,0.971212885768702
"GO:0006284","base-excision repair","BP",34,5,7,0.748901967310987,0.309587648397281
"GO:1902108","regulation of mitochondrial membrane permeability involved in apoptotic process","BP",34,7,7,0.402949549599143,0.309587648397281
"GO:0010543","regulation of platelet activation","BP",34,6,7,0.579948698742001,0.309587648397281
"GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","BP",51,9,10,0.56944214071969,0.309656902133265
"GO:0050771","negative regulation of axonogenesis","BP",51,9,10,0.56944214071969,0.309656902133265
"GO:0009620","response to fungus","BP",51,10,10,0.424189612342988,0.309656902133265
"GO:0036302","atrioventricular canal development","BP",11,3,1,0.310190825652842,0.857626945394437
"GO:0060088","auditory receptor cell stereocilium organization","BP",11,3,1,0.310190825652842,0.857626945394437
"GO:0036444","calcium import into the mitochondrion","BP",11,3,1,0.310190825652842,0.857626945394437
"GO:0006878","cellular copper ion homeostasis","BP",11,3,2,0.310190825652842,0.553898888092848
"GO:0050965","detection of temperature stimulus involved in sensory perception of pain","BP",11,3,2,0.310190825652842,0.553898888092848
"GO:0071696","ectodermal placode development","BP",11,3,2,0.310190825652842,0.553898888092848
"GO:0006750","glutathione biosynthetic process","BP",11,3,2,0.310190825652842,0.553898888092848
"GO:0034969","histone arginine methylation","BP",11,3,2,0.310190825652842,0.553898888092848
"GO:0002327","immature B cell differentiation","BP",11,3,2,0.310190825652842,0.553898888092848
"GO:0044793","negative regulation by host of viral process","BP",11,3,1,0.310190825652842,0.857626945394437
"GO:0046007","negative regulation of activated T cell proliferation","BP",11,3,2,0.310190825652842,0.553898888092848
"GO:0060044","negative regulation of cardiac muscle cell proliferation","BP",11,3,0,0.310190825652842,1
"GO:0007175","negative regulation of epidermal growth factor-activated receptor activity","BP",11,3,0,0.310190825652842,1
"GO:0051280","negative regulation of release of sequestered calcium ion into cytosol","BP",11,3,2,0.310190825652842,0.553898888092848
"GO:0015874","norepinephrine transport","BP",11,3,1,0.310190825652842,0.857626945394437
"GO:2001171","positive regulation of ATP biosynthetic process","BP",11,3,1,0.310190825652842,0.857626945394437
"GO:0051044","positive regulation of membrane protein ectodomain proteolysis","BP",11,3,2,0.310190825652842,0.553898888092848
"GO:0051284","positive regulation of sequestering of calcium ion","BP",11,3,2,0.310190825652842,0.553898888092848
"GO:2000318","positive regulation of T-helper 17 type immune response","BP",11,3,1,0.310190825652842,0.857626945394437
"GO:0032310","prostaglandin secretion","BP",11,3,1,0.310190825652842,0.857626945394437
"GO:0009173","pyrimidine ribonucleoside monophosphate metabolic process","BP",11,3,0,0.310190825652842,1
"GO:1902514","regulation of calcium ion transmembrane transport via high voltage-gated calcium channel","BP",11,3,1,0.310190825652842,0.857626945394437
"GO:0060353","regulation of cell adhesion molecule production","BP",11,3,2,0.310190825652842,0.553898888092848
"GO:0032536","regulation of cell projection size","BP",11,3,2,0.310190825652842,0.553898888092848
"GO:0060628","regulation of ER to Golgi vesicle-mediated transport","BP",11,3,2,0.310190825652842,0.553898888092848
"GO:0070316","regulation of G0 to G1 transition","BP",11,3,1,0.310190825652842,0.857626945394437
"GO:0046831","regulation of RNA export from nucleus","BP",11,3,1,0.310190825652842,0.857626945394437
"GO:1901163","regulation of trophoblast cell migration","BP",11,3,0,0.310190825652842,1
"GO:0055119","relaxation of cardiac muscle","BP",11,3,2,0.310190825652842,0.553898888092848
"GO:0009071","serine family amino acid catabolic process","BP",11,3,1,0.310190825652842,0.857626945394437
"GO:0098814","spontaneous synaptic transmission","BP",11,3,2,0.310190825652842,0.553898888092848
"GO:0043129","surfactant homeostasis","BP",11,3,1,0.310190825652842,0.857626945394437
"GO:0046049","UMP metabolic process","BP",11,3,0,0.310190825652842,1
"GO:0032964","collagen biosynthetic process","BP",26,6,2,0.312247222389286,0.939781823619875
"GO:0009649","entrainment of circadian clock","BP",26,6,5,0.312247222389286,0.417803987211303
"GO:0044788","modulation by host of viral process","BP",26,6,4,0.312247222389286,0.628709695680189
"GO:1901185","negative regulation of ERBB signaling pathway","BP",26,6,2,0.312247222389286,0.939781823619875
"GO:0014014","negative regulation of gliogenesis","BP",26,6,2,0.312247222389286,0.939781823619875
"GO:0061099","negative regulation of protein tyrosine kinase activity","BP",26,6,5,0.312247222389286,0.417803987211303
"GO:0010712","regulation of collagen metabolic process","BP",26,6,3,0.312247222389286,0.81787674333685
"GO:0032885","regulation of polysaccharide biosynthetic process","BP",26,6,4,0.312247222389286,0.628709695680189
"GO:0043473","pigmentation","BP",80,16,15,0.347005136055607,0.313610702160058
"GO:0034311","diol metabolic process","BP",23,5,5,0.391257631096087,0.314023306212611
"GO:0007617","mating behavior","BP",23,5,5,0.391257631096087,0.314023306212611
"GO:0014741","negative regulation of muscle hypertrophy","BP",23,5,5,0.391257631096087,0.314023306212611
"GO:0033687","osteoblast proliferation","BP",23,3,5,0.803890256832659,0.314023306212611
"GO:0110110","positive regulation of animal organ morphogenesis","BP",23,3,5,0.803890256832659,0.314023306212611
"GO:0045777","positive regulation of blood pressure","BP",23,5,5,0.391257631096087,0.314023306212611
"GO:0045684","positive regulation of epidermis development","BP",23,5,5,0.391257631096087,0.314023306212611
"GO:0007271","synaptic transmission, cholinergic","BP",23,4,5,0.605867314834278,0.314023306212611
"GO:1903963","arachidonate transport","BP",21,5,3,0.314605838496987,0.686196190501585
"GO:0050482","arachidonic acid secretion","BP",21,5,3,0.314605838496987,0.686196190501585
"GO:0060795","cell fate commitment involved in formation of primary germ layer","BP",21,5,3,0.314605838496987,0.686196190501585
"GO:0048730","epidermis morphogenesis","BP",21,5,1,0.314605838496987,0.975824392564457
"GO:0021884","forebrain neuron development","BP",21,5,2,0.314605838496987,0.87730567185953
"GO:0031069","hair follicle morphogenesis","BP",21,5,1,0.314605838496987,0.975824392564457
"GO:0060218","hematopoietic stem cell differentiation","BP",21,5,4,0.314605838496987,0.451492776342336
"GO:0060384","innervation","BP",21,5,3,0.314605838496987,0.686196190501585
"GO:0010884","positive regulation of lipid storage","BP",21,5,4,0.314605838496987,0.451492776342336
"GO:0043032","positive regulation of macrophage activation","BP",21,5,2,0.314605838496987,0.87730567185953
"GO:1905523","positive regulation of macrophage migration","BP",21,5,2,0.314605838496987,0.87730567185953
"GO:0032801","receptor catabolic process","BP",21,5,3,0.314605838496987,0.686196190501585
"GO:0010962","regulation of glucan biosynthetic process","BP",21,5,3,0.314605838496987,0.686196190501585
"GO:0005979","regulation of glycogen biosynthetic process","BP",21,5,3,0.314605838496987,0.686196190501585
"GO:0039531","regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway","BP",21,5,3,0.314605838496987,0.686196190501585
"GO:0000027","ribosomal large subunit assembly","BP",21,5,4,0.314605838496987,0.451492776342336
"GO:0007350","blastoderm segmentation","BP",16,4,1,0.314844370323737,0.941324752620142
"GO:0009083","branched-chain amino acid catabolic process","BP",16,4,3,0.314844370323737,0.494311278898905
"GO:0003215","cardiac right ventricle morphogenesis","BP",16,4,2,0.314844370323737,0.759200349267379
"GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","BP",16,4,1,0.314844370323737,0.941324752620142
"GO:0006266","DNA ligation","BP",16,4,3,0.314844370323737,0.494311278898905
"GO:1990182","exosomal secretion","BP",16,4,1,0.314844370323737,0.941324752620142
"GO:0044827","modulation by host of viral genome replication","BP",16,4,2,0.314844370323737,0.759200349267379
"GO:0010829","negative regulation of glucose transmembrane transport","BP",16,4,3,0.314844370323737,0.494311278898905
"GO:0032695","negative regulation of interleukin-12 production","BP",16,4,3,0.314844370323737,0.494311278898905
"GO:0045980","negative regulation of nucleotide metabolic process","BP",16,4,3,0.314844370323737,0.494311278898905
"GO:0002283","neutrophil activation involved in immune response","BP",16,4,3,0.314844370323737,0.494311278898905
"GO:0006595","polyamine metabolic process","BP",16,4,2,0.314844370323737,0.759200349267379
"GO:0090190","positive regulation of branching involved in ureteric bud morphogenesis","BP",16,4,3,0.314844370323737,0.494311278898905
"GO:0009129","pyrimidine nucleoside monophosphate metabolic process","BP",16,4,1,0.314844370323737,0.941324752620142
"GO:0044060","regulation of endocrine process","BP",16,4,3,0.314844370323737,0.494311278898905
"GO:0034637","cellular carbohydrate biosynthetic process","BP",52,11,6,0.315538696691731,0.869109954722047
"GO:0005977","glycogen metabolic process","BP",52,11,7,0.315538696691731,0.76140060966135
"GO:0071466","cellular response to xenobiotic stimulus","BP",121,21,22,0.589378696005781,0.315564334696556
"GO:0090527","actin filament reorganization","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0044837","actomyosin contractile ring organization","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0086023","adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0044650","adhesion of symbiont to host cell","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0061909","autophagosome-lysosome fusion","BP",7,0,2,1,0.318075652769429
"GO:0006198","cAMP catabolic process","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:1990416","cellular response to brain-derived neurotrophic factor stimulus","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0071314","cellular response to cocaine","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0034650","cortisol metabolic process","BP",7,0,2,1,0.318075652769429
"GO:0006534","cysteine metabolic process","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0048263","determination of dorsal identity","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:1990791","dorsal root ganglion development","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0048617","embryonic foregut morphogenesis","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0098976","excitatory chemical synaptic transmission","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0010994","free ubiquitin chain polymerization","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0002314","germinal center B cell differentiation","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0072102","glomerulus morphogenesis","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0006868","glutamine transport","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0016139","glycoside catabolic process","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0046477","glycosylceramide catabolic process","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0051122","hepoxilin biosynthetic process","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0051121","hepoxilin metabolic process","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:1904936","interneuron migration","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0006551","leucine metabolic process","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0016237","lysosomal microautophagy","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0007501","mesodermal cell fate specification","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0030049","muscle filament sliding","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0051126","negative regulation of actin nucleation","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:2000562","negative regulation of CD4-positive, alpha-beta T cell proliferation","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0002692","negative regulation of cellular extravasation","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0090394","negative regulation of excitatory postsynaptic potential","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0033689","negative regulation of osteoblast proliferation","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0060392","negative regulation of SMAD protein signal transduction","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0070244","negative regulation of thymocyte apoptotic process","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0070943","neutrophil-mediated killing of symbiont cell","BP",7,0,2,1,0.318075652769429
"GO:0006107","oxaloacetate metabolic process","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0036148","phosphatidylglycerol acyl-chain remodeling","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0048227","plasma membrane to endosome transport","BP",7,0,2,1,0.318075652769429
"GO:0046469","platelet activating factor metabolic process","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0072386","plus-end-directed organelle transport along microtubule","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0002579","positive regulation of antigen processing and presentation","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:1903071","positive regulation of ER-associated ubiquitin-dependent protein catabolic process","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:1900119","positive regulation of execution phase of apoptosis","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0060124","positive regulation of growth hormone secretion","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:2000617","positive regulation of histone H3-K9 acetylation","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0051006","positive regulation of lipoprotein lipase activity","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0043382","positive regulation of memory T cell differentiation","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:1905050","positive regulation of metallopeptidase activity","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0098779","positive regulation of mitophagy in response to mitochondrial depolarization","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:1902884","positive regulation of response to oxidative stress","BP",7,0,2,1,0.318075652769429
"GO:0060316","positive regulation of ryanodine-sensitive calcium-release channel activity","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0033089","positive regulation of T cell differentiation in thymus","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:2000553","positive regulation of T-helper 2 cell cytokine production","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0061365","positive regulation of triglyceride lipase activity","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0034214","protein hexamerization","BP",7,0,2,1,0.318075652769429
"GO:0140289","protein mono-ADP-ribosylation","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0006627","protein processing involved in protein targeting to mitochondrion","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:1903596","regulation of gap junction assembly","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0000820","regulation of glutamine family amino acid metabolic process","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:1903943","regulation of hepatocyte apoptotic process","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:1903719","regulation of I-kappaB phosphorylation","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0032823","regulation of natural killer cell differentiation","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0150172","regulation of phosphatidylcholine metabolic process","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0099566","regulation of postsynaptic cytosolic calcium ion concentration","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:2000121","regulation of removal of superoxide radicals","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0001993","regulation of systemic arterial blood pressure by norepinephrine-epinephrine","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0034135","regulation of toll-like receptor 2 signaling pathway","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0036490","regulation of translation in response to endoplasmic reticulum stress","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:2000074","regulation of type B pancreatic cell development","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0070294","renal sodium ion absorption","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0034776","response to histamine","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0070669","response to interleukin-2","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0051409","response to nitrosative stress","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0090649","response to oxygen-glucose deprivation","BP",7,0,2,1,0.318075652769429
"GO:0009191","ribonucleoside diphosphate catabolic process","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0001967","suckling behavior","BP",7,2,2,0.362327356456441,0.318075652769429
"GO:0051124","synaptic assembly at neuromuscular junction","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0006369","termination of RNA polymerase II transcription","BP",7,1,2,0.746688265949089,0.318075652769429
"GO:0042780","tRNA 3'-end processing","BP",7,0,2,1,0.318075652769429
"GO:0044458","motile cilium assembly","BP",40,8,8,0.421142919242149,0.319034139699351
"GO:1990573","potassium ion import across plasma membrane","BP",40,7,8,0.58506193294361,0.319034139699351
"GO:0014033","neural crest cell differentiation","BP",68,14,10,0.319857248682463,0.683918564460358
"GO:0030317","flagellated sperm motility","BP",92,17,17,0.475801600884403,0.319859343046094
"GO:0051224","negative regulation of protein transport","BP",92,16,17,0.584583470247518,0.319859343046094
"GO:0097722","sperm motility","BP",92,17,17,0.475801600884403,0.319859343046094
"GO:0016447","somatic recombination of immunoglobulin gene segments","BP",47,10,8,0.321350381885759,0.50260206503657
"GO:0046361","2-oxobutyrate metabolic process","BP",2,1,0,0.324478508935047,1
"GO:0031247","actin rod assembly","BP",2,1,0,0.324478508935047,1
"GO:1905397","activated CD8-positive, alpha-beta T cell apoptotic process","BP",2,1,0,0.324478508935047,1
"GO:0032238","adenosine transport","BP",2,1,0,0.324478508935047,1
"GO:0002491","antigen processing and presentation of endogenous peptide antigen via MHC class II","BP",2,1,0,0.324478508935047,1
"GO:0002538","arachidonic acid metabolite production involved in inflammatory response","BP",2,1,0,0.324478508935047,1
"GO:0042450","arginine biosynthetic process via ornithine","BP",2,1,0,0.324478508935047,1
"GO:0060844","arterial endothelial cell fate commitment","BP",2,1,0,0.324478508935047,1
"GO:0035910","ascending aorta morphogenesis","BP",2,1,0,0.324478508935047,1
"GO:0098722","asymmetric stem cell division","BP",2,1,0,0.324478508935047,1
"GO:0003167","atrioventricular bundle cell differentiation","BP",2,1,0,0.324478508935047,1
"GO:0097323","B cell adhesion","BP",2,1,0,0.324478508935047,1
"GO:0072554","blood vessel lumenization","BP",2,1,0,0.324478508935047,1
"GO:1990523","bone regeneration","BP",2,1,0,0.324478508935047,1
"GO:0019605","butyrate metabolic process","BP",2,1,0,0.324478508935047,1
"GO:1990927","calcium ion regulated lysosome exocytosis","BP",2,1,0,0.324478508935047,1
"GO:0061290","canonical Wnt signaling pathway involved in metanephric kidney development","BP",2,1,0,0.324478508935047,1
"GO:0015670","carbon dioxide transport","BP",2,1,0,0.324478508935047,1
"GO:1905072","cardiac jelly development","BP",2,1,0,0.324478508935047,1
"GO:0042637","catagen","BP",2,1,0,0.324478508935047,1
"GO:0035780","CD80 biosynthetic process","BP",2,1,0,0.324478508935047,1
"GO:0060995","cell-cell signaling involved in kidney development","BP",2,1,0,0.324478508935047,1
"GO:0072204","cell-cell signaling involved in metanephros development","BP",2,1,0,0.324478508935047,1
"GO:1904613","cellular response to 2,3,7,8-tetrachlorodibenzodioxine","BP",2,1,0,0.324478508935047,1
"GO:0071418","cellular response to amine stimulus","BP",2,1,0,0.324478508935047,1
"GO:1903841","cellular response to arsenite(3-)","BP",2,1,0,0.324478508935047,1
"GO:0071386","cellular response to corticosterone stimulus","BP",2,1,0,0.324478508935047,1
"GO:1990786","cellular response to dsDNA","BP",2,1,0,0.324478508935047,1
"GO:1990859","cellular response to endothelin","BP",2,1,0,0.324478508935047,1
"GO:0071288","cellular response to mercury ion","BP",2,1,0,0.324478508935047,1
"GO:0051365","cellular response to potassium ion starvation","BP",2,1,0,0.324478508935047,1
"GO:1904017","cellular response to Thyroglobulin triiodothyronine","BP",2,1,0,0.324478508935047,1
"GO:0021699","cerebellar cortex maturation","BP",2,1,0,0.324478508935047,1
"GO:0021935","cerebellar granule cell precursor tangential migration","BP",2,1,0,0.324478508935047,1
"GO:0021590","cerebellum maturation","BP",2,1,0,0.324478508935047,1
"GO:0061300","cerebellum vasculature development","BP",2,1,0,0.324478508935047,1
"GO:0003415","chondrocyte hypertrophy","BP",2,1,0,0.324478508935047,1
"GO:0002439","chronic inflammatory response to antigenic stimulus","BP",2,1,0,0.324478508935047,1
"GO:0097711","ciliary basal body-plasma membrane docking","BP",2,1,0,0.324478508935047,1
"GO:0060003","copper ion export","BP",2,1,0,0.324478508935047,1
"GO:0006601","creatine biosynthetic process","BP",2,1,0,0.324478508935047,1
"GO:0044211","CTP salvage","BP",2,1,0,0.324478508935047,1
"GO:0046416","D-amino acid metabolic process","BP",2,1,0,0.324478508935047,1
"GO:0070178","D-serine metabolic process","BP",2,1,0,0.324478508935047,1
"GO:0006170","dAMP biosynthetic process","BP",2,1,0,0.324478508935047,1
"GO:0106383","dAMP salvage","BP",2,1,0,0.324478508935047,1
"GO:0071550","death-inducing signaling complex assembly","BP",2,1,0,0.324478508935047,1
"GO:0006149","deoxyinosine catabolic process","BP",2,1,0,0.324478508935047,1
"GO:0046094","deoxyinosine metabolic process","BP",2,1,0,0.324478508935047,1
"GO:0002032","desensitization of G protein-coupled receptor signaling pathway by arrestin","BP",2,1,0,0.324478508935047,1
"GO:0046070","dGTP metabolic process","BP",2,1,0,0.324478508935047,1
