"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0097421","liver regeneration","BP",22,7,3,0.303803657929874,0.70794658207456
"GO:0086011","membrane repolarization during action potential","BP",22,7,3,0.303803657929874,0.70794658207456
"GO:0034453","microtubule anchoring","BP",22,7,1,0.303803657929874,0.978558720783285
"GO:0050860","negative regulation of T cell receptor signaling pathway","BP",22,7,4,0.303803657929874,0.478286274779901
"GO:0071684","organism emergence from protective structure","BP",22,7,3,0.303803657929874,0.70794658207456
"GO:0045940","positive regulation of steroid metabolic process","BP",22,7,3,0.303803657929874,0.70794658207456
"GO:0002726","positive regulation of T cell cytokine production","BP",22,7,3,0.303803657929874,0.70794658207456
"GO:0065005","protein-lipid complex assembly","BP",22,7,2,0.303803657929874,0.88848351842927
"GO:0033032","regulation of myeloid cell apoptotic process","BP",22,7,3,0.303803657929874,0.70794658207456
"GO:0120316","sperm flagellum assembly","BP",22,7,3,0.303803657929874,0.70794658207456
"GO:0007179","transforming growth factor beta receptor signaling pathway","BP",147,40,22,0.303869719680546,0.670483334547689
"GO:0045682","regulation of epidermis development","BP",48,14,6,0.30598203901687,0.802622760448167
"GO:0043266","regulation of potassium ion transport","BP",75,21,14,0.320045508320413,0.309792120178356
"GO:0006924","activation-induced cell death of T cells","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0002775","antimicrobial peptide production","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0014824","artery smooth muscle contraction","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0035095","behavioral response to nicotine","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0042074","cell migration involved in gastrulation","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0030643","cellular phosphate ion homeostasis","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:1904628","cellular response to phorbol 13-acetate 12-myristate","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0072502","cellular trivalent inorganic anion homeostasis","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0061511","centriole elongation","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0070508","cholesterol import","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0006534","cysteine metabolic process","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0045008","depyrimidination","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0001714","endodermal cell fate specification","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0035860","glial cell-derived neurotrophic factor receptor signaling pathway","BP",7,0,2,1,0.311933149742384
"GO:0046477","glycosylceramide catabolic process","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0035701","hematopoietic stem cell migration","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0097340","inhibition of cysteine-type endopeptidase activity","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0008298","intracellular mRNA localization","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0016237","lysosomal microautophagy","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0038145","macrophage colony-stimulating factor signaling pathway","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0051673","membrane disruption in another organism","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0031293","membrane protein intracellular domain proteolysis","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0051665","membrane raft localization","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0030049","muscle filament sliding","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0002318","myeloid progenitor cell differentiation","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0090281","negative regulation of calcium ion import","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:2000562","negative regulation of CD4-positive, alpha-beta T cell proliferation","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:1903430","negative regulation of cell maturation","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0046600","negative regulation of centriole replication","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:2000766","negative regulation of cytoplasmic translation","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0090394","negative regulation of excitatory postsynaptic potential","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0070317","negative regulation of G0 to G1 transition","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0032714","negative regulation of interleukin-5 production","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:2000320","negative regulation of T-helper 17 cell differentiation","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0043383","negative T cell selection","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0031086","nuclear-transcribed mRNA catabolic process, deadenylation-independent decay","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0061004","pattern specification involved in kidney development","BP",7,0,2,1,0.311933149742384
"GO:0032287","peripheral nervous system myelin maintenance","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0070782","phosphatidylserine exposure on apoptotic cell surface","BP",7,0,2,1,0.311933149742384
"GO:0055091","phospholipid homeostasis","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0015791","polyol transmembrane transport","BP",7,0,2,1,0.311933149742384
"GO:2000155","positive regulation of cilium-dependent cell motility","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0048087","positive regulation of developmental pigmentation","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0031622","positive regulation of fever generation","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:1902093","positive regulation of flagellated sperm motility","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:1903238","positive regulation of leukocyte tethering or rolling","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0098779","positive regulation of mitophagy in response to mitochondrial depolarization","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0032075","positive regulation of nuclease activity","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:1902884","positive regulation of response to oxidative stress","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:1904668","positive regulation of ubiquitin protein ligase activity","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0098974","postsynaptic actin cytoskeleton organization","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0002084","protein depalmitoylation","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0085020","protein K6-linked ubiquitination","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0140289","protein mono-ADP-ribosylation","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0009138","pyrimidine nucleoside diphosphate metabolic process","BP",7,0,2,1,0.311933149742384
"GO:1902959","regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:2000849","regulation of glucocorticoid secretion","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0039533","regulation of MDA-5 signaling pathway","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0010635","regulation of mitochondrial fusion","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0014041","regulation of neuron maturation","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:2000622","regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0150172","regulation of phosphatidylcholine metabolic process","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:1904749","regulation of protein localization to nucleolus","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0014062","regulation of serotonin secretion","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0031630","regulation of synaptic vesicle fusion to presynaptic active zone membrane","BP",7,0,2,1,0.311933149742384
"GO:1901632","regulation of synaptic vesicle membrane organization","BP",7,0,2,1,0.311933149742384
"GO:0001993","regulation of systemic arterial blood pressure by norepinephrine-epinephrine","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0032909","regulation of transforming growth factor beta2 production","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0072048","renal system pattern specification","BP",7,0,2,1,0.311933149742384
"GO:1904627","response to phorbol 13-acetate 12-myristate","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0046548","retinal rod cell development","BP",7,0,2,1,0.311933149742384
"GO:0031118","rRNA pseudouridine synthesis","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0048733","sebaceous gland development","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0001820","serotonin secretion","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0021527","spinal cord association neuron differentiation","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0000098","sulfur amino acid catabolic process","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0042723","thiamine-containing compound metabolic process","BP",7,1,2,0.867595008948583,0.311933149742384
"GO:0070493","thrombin-activated receptor signaling pathway","BP",7,0,2,1,0.311933149742384
"GO:0033572","transferrin transport","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0032906","transforming growth factor beta2 production","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0000050","urea cycle","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:0097341","zymogen inhibition","BP",7,2,2,0.557154771360417,0.311933149742384
"GO:1990928","response to amino acid starvation","BP",37,11,7,0.313163990162078,0.380334116264312
"GO:0008206","bile acid metabolic process","BP",29,7,6,0.617225955262635,0.315858453447242
"GO:0007339","binding of sperm to zona pellucida","BP",29,8,6,0.447375769511829,0.315858453447242
"GO:0018345","protein palmitoylation","BP",29,8,6,0.447375769511829,0.315858453447242
"GO:0034110","regulation of homotypic cell-cell adhesion","BP",29,8,6,0.447375769511829,0.315858453447242
"GO:0045622","regulation of T-helper cell differentiation","BP",29,8,6,0.447375769511829,0.315858453447242
"GO:0030204","chondroitin sulfate metabolic process","BP",15,5,2,0.31622375340721,0.718567998641785
"GO:0035089","establishment of apical/basal cell polarity","BP",15,5,3,0.31622375340721,0.439978050502362
"GO:0061548","ganglion development","BP",15,5,3,0.31622375340721,0.439978050502362
"GO:0006027","glycosaminoglycan catabolic process","BP",15,5,2,0.31622375340721,0.718567998641785
"GO:1901659","glycosyl compound biosynthetic process","BP",15,5,2,0.31622375340721,0.718567998641785
"GO:0090713","immunological memory process","BP",15,5,2,0.31622375340721,0.718567998641785
"GO:0051382","kinetochore assembly","BP",15,5,3,0.31622375340721,0.439978050502362
"GO:1902774","late endosome to lysosome transport","BP",15,5,3,0.31622375340721,0.439978050502362
"GO:0043651","linoleic acid metabolic process","BP",15,5,3,0.31622375340721,0.439978050502362
"GO:0060231","mesenchymal to epithelial transition","BP",15,5,2,0.31622375340721,0.718567998641785
"GO:0042474","middle ear morphogenesis","BP",15,5,3,0.31622375340721,0.439978050502362
"GO:0051882","mitochondrial depolarization","BP",15,5,2,0.31622375340721,0.718567998641785
"GO:0010714","positive regulation of collagen metabolic process","BP",15,5,1,0.31622375340721,0.927149496026172
"GO:0006213","pyrimidine nucleoside metabolic process","BP",15,5,0,0.31622375340721,1
"GO:2000369","regulation of clathrin-dependent endocytosis","BP",15,5,1,0.31622375340721,0.927149496026172
"GO:0090308","regulation of DNA methylation-dependent heterochromatin assembly","BP",15,5,3,0.31622375340721,0.439978050502362
"GO:0002923","regulation of humoral immune response mediated by circulating immunoglobulin","BP",15,5,2,0.31622375340721,0.718567998641785
"GO:0035813","regulation of renal sodium excretion","BP",15,5,2,0.31622375340721,0.718567998641785
"GO:0043555","regulation of translation in response to stress","BP",15,5,3,0.31622375340721,0.439978050502362
"GO:0021511","spinal cord patterning","BP",15,5,2,0.31622375340721,0.718567998641785
"GO:0006958","complement activation, classical pathway","BP",52,14,10,0.431651565505551,0.316581431122821
"GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","BP",94,26,11,0.317909526228025,0.904941091249161
"GO:1902656","calcium ion import into cytosol","BP",26,8,5,0.318350079410659,0.405698840601016
"GO:0031018","endocrine pancreas development","BP",26,8,2,0.318350079410659,0.936421263780776
"GO:0002431","Fc receptor mediated stimulatory signaling pathway","BP",26,8,5,0.318350079410659,0.405698840601016
"GO:0006688","glycosphingolipid biosynthetic process","BP",26,8,4,0.318350079410659,0.617264545066578
"GO:0035521","monoubiquitinated histone deubiquitination","BP",26,8,5,0.318350079410659,0.405698840601016
"GO:0035522","monoubiquitinated histone H2A deubiquitination","BP",26,8,5,0.318350079410659,0.405698840601016
"GO:0098810","neurotransmitter reuptake","BP",26,8,5,0.318350079410659,0.405698840601016
"GO:0021983","pituitary gland development","BP",26,8,3,0.318350079410659,0.810116435448843
"GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus","BP",26,8,2,0.318350079410659,0.936421263780776
"GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","BP",26,8,2,0.318350079410659,0.936421263780776
"GO:1903115","regulation of actin filament-based movement","BP",26,8,5,0.318350079410659,0.405698840601016
"GO:0006959","humoral immune response","BP",177,47,31,0.352574367514462,0.322484752620382
"GO:0051639","actin filament network formation","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0150094","amyloid-beta clearance by cellular catabolic process","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0099624","atrial cardiac muscle cell membrane repolarization","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0048148","behavioral response to cocaine","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0060020","Bergmann glial cell differentiation","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:1990034","calcium ion export across plasma membrane","BP",8,3,0,0.32351511107565,1
"GO:0051934","catecholamine uptake involved in synaptic transmission","BP",8,3,0,0.32351511107565,1
"GO:0035740","CD8-positive, alpha-beta T cell proliferation","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0071447","cellular response to hydroperoxide","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0071287","cellular response to manganese ion","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0071481","cellular response to X-ray","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0021681","cerebellar granular layer development","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0006707","cholesterol catabolic process","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0031055","chromatin remodeling at centromere","BP",8,3,0,0.32351511107565,1
"GO:0060026","convergent extension","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0044597","daunorubicin metabolic process","BP",8,3,0,0.32351511107565,1
"GO:0097048","dendritic cell apoptotic process","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0048262","determination of dorsal/ventral asymmetry","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0010273","detoxification of copper ion","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0006651","diacylglycerol biosynthetic process","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0045006","DNA deamination","BP",8,3,0,0.32351511107565,1
"GO:0051583","dopamine uptake involved in synaptic transmission","BP",8,3,0,0.32351511107565,1
"GO:0086100","endothelin receptor signaling pathway","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0048245","eosinophil chemotaxis","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0051683","establishment of Golgi localization","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0033483","gas homeostasis","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0060397","growth hormone receptor signaling pathway via JAK-STAT","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0043983","histone H4-K12 acetylation","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0008627","intrinsic apoptotic signaling pathway in response to osmotic stress","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0060601","lateral sprouting from an epithelium","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0033210","leptin-mediated signaling pathway","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0032351","negative regulation of hormone metabolic process","BP",8,3,0,0.32351511107565,1
"GO:0002924","negative regulation of humoral immune response mediated by circulating immunoglobulin","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0045656","negative regulation of monocyte differentiation","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:1905064","negative regulation of vascular associated smooth muscle cell differentiation","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0051292","nuclear pore complex assembly","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0036166","phenotypic switching","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0036150","phosphatidylserine acyl-chain remodeling","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0045793","positive regulation of cell size","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0010873","positive regulation of cholesterol esterification","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0010886","positive regulation of cholesterol storage","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0031442","positive regulation of mRNA 3'-end processing","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:1903800","positive regulation of production of miRNAs involved in gene silencing by miRNA","BP",8,3,0,0.32351511107565,1
"GO:1900246","positive regulation of RIG-I signaling pathway","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0043248","proteasome assembly","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0016926","protein desumoylation","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:1903044","protein localization to membrane raft","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0038026","reelin-mediated signaling pathway","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:1902510","regulation of apoptotic DNA fragmentation","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:1904251","regulation of bile acid metabolic process","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:2000564","regulation of CD8-positive, alpha-beta T cell proliferation","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:1904714","regulation of chaperone-mediated autophagy","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0150065","regulation of deacetylase activity","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:2000668","regulation of dendritic cell apoptotic process","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0060453","regulation of gastric acid secretion","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:1904526","regulation of microtubule binding","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:1902415","regulation of mRNA binding","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0035358","regulation of peroxisome proliferator activated receptor signaling pathway","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:1903286","regulation of potassium ion import","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:2000973","regulation of pro-B cell differentiation","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0014010","Schwann cell proliferation","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0016127","sterol catabolic process","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:1990169","stress response to copper ion","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0016081","synaptic vesicle docking","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0099532","synaptic vesicle endosomal processing","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0016188","synaptic vesicle maturation","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0002424","T cell mediated immune response to tumor cell","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0033292","T-tubule organization","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0021978","telencephalon regionalization","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:0038203","TORC2 signaling","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0006047","UDP-N-acetylglucosamine metabolic process","BP",8,3,1,0.32351511107565,0.7525926470549
"GO:1904953","Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation","BP",8,3,2,0.32351511107565,0.374955495126395
"GO:0072202","cell differentiation involved in metanephros development","BP",18,4,4,0.69724331808572,0.323584708320651
"GO:0051131","chaperone-mediated protein complex assembly","BP",18,2,4,0.961230325897433,0.323584708320651
"GO:0042832","defense response to protozoan","BP",18,5,4,0.484661134264897,0.323584708320651
"GO:0034312","diol biosynthetic process","BP",18,4,4,0.69724331808572,0.323584708320651
"GO:0051905","establishment of pigment granule localization","BP",18,5,4,0.484661134264897,0.323584708320651
"GO:0072012","glomerulus vasculature development","BP",18,5,4,0.484661134264897,0.323584708320651
"GO:0006541","glutamine metabolic process","BP",18,4,4,0.69724331808572,0.323584708320651
"GO:0032367","intracellular cholesterol transport","BP",18,4,4,0.69724331808572,0.323584708320651
"GO:0035024","negative regulation of Rho protein signal transduction","BP",18,4,4,0.69724331808572,0.323584708320651
"GO:0099637","neurotransmitter receptor transport","BP",18,3,4,0.866500671811152,0.323584708320651
"GO:0042790","nucleolar large rRNA transcription by RNA polymerase I","BP",18,4,4,0.69724331808572,0.323584708320651
"GO:0010875","positive regulation of cholesterol efflux","BP",18,5,4,0.484661134264897,0.323584708320651
"GO:0010460","positive regulation of heart rate","BP",18,5,4,0.484661134264897,0.323584708320651
"GO:0045048","protein insertion into ER membrane","BP",18,4,4,0.69724331808572,0.323584708320651
"GO:0042026","protein refolding","BP",18,4,4,0.69724331808572,0.323584708320651
"GO:0046320","regulation of fatty acid oxidation","BP",18,1,4,0.994487807259132,0.323584708320651
"GO:0006448","regulation of translational elongation","BP",18,5,4,0.484661134264897,0.323584708320651
"GO:0001562","response to protozoan","BP",18,5,4,0.484661134264897,0.323584708320651
"GO:0046519","sphingoid metabolic process","BP",18,5,4,0.484661134264897,0.323584708320651
"GO:0006590","thyroid hormone generation","BP",18,5,4,0.484661134264897,0.323584708320651
"GO:0007029","endoplasmic reticulum organization","BP",64,18,12,0.331001613285617,0.323663462685656
"GO:0001938","positive regulation of endothelial cell proliferation","BP",64,14,12,0.766072897768426,0.323663462685656
"GO:0019217","regulation of fatty acid metabolic process","BP",64,14,12,0.766072897768426,0.323663462685656
"GO:0048864","stem cell development","BP",64,17,12,0.439414261706595,0.323663462685656
"GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP",35,10,7,0.378001882120431,0.324480443904103
"GO:0046850","regulation of bone remodeling","BP",35,10,7,0.378001882120431,0.324480443904103
"GO:0042633","hair cycle","BP",79,22,14,0.324555374643353,0.385057084341544
"GO:0042303","molting cycle","BP",79,22,14,0.324555374643353,0.385057084341544
"GO:0033627","cell adhesion mediated by integrin","BP",60,17,10,0.325591157911536,0.499421043603755
"GO:1903409","reactive oxygen species biosynthetic process","BP",45,13,7,0.32979868005291,0.596341339991337
"GO:0060042","retina morphogenesis in camera-type eye","BP",45,13,8,0.32979868005291,0.434655485335089
"GO:0022616","DNA strand elongation","BP",30,9,6,0.330208952956526,0.346267968809731
"GO:1901021","positive regulation of calcium ion transmembrane transporter activity","BP",30,9,5,0.330208952956526,0.537629828103541
"GO:0009268","response to pH","BP",30,9,5,0.330208952956526,0.537629828103541
"GO:0010823","negative regulation of mitochondrion organization","BP",41,8,8,0.842643326646859,0.330767997094782
"GO:0006446","regulation of translational initiation","BP",64,18,11,0.331001613285617,0.450885406496158
"GO:0010906","regulation of glucose metabolic process","BP",88,16,16,0.951565141333711,0.331348001536754
"GO:0051897","positive regulation of protein kinase B signaling","BP",87,24,12,0.332724998819296,0.756979326889596
"GO:0009081","branched-chain amino acid metabolic process","BP",19,6,1,0.33534335764128,0.963781973037355
"GO:0071359","cellular response to dsRNA","BP",19,6,3,0.33534335764128,0.606732749289591
"GO:0050654","chondroitin sulfate proteoglycan metabolic process","BP",19,6,2,0.33534335764128,0.83240079622204
"GO:1901071","glucosamine-containing compound metabolic process","BP",19,6,1,0.33534335764128,0.963781973037355
"GO:0036498","IRE1-mediated unfolded protein response","BP",19,6,1,0.33534335764128,0.963781973037355
"GO:0033598","mammary gland epithelial cell proliferation","BP",19,6,4,0.33534335764128,0.362765368255731
"GO:0072273","metanephric nephron morphogenesis","BP",19,6,3,0.33534335764128,0.606732749289591
"GO:0016556","mRNA modification","BP",19,6,4,0.33534335764128,0.362765368255731
"GO:1900016","negative regulation of cytokine production involved in inflammatory response","BP",19,6,3,0.33534335764128,0.606732749289591
"GO:0046823","negative regulation of nucleocytoplasmic transport","BP",19,6,2,0.33534335764128,0.83240079622204
"GO:0032515","negative regulation of phosphoprotein phosphatase activity","BP",19,6,3,0.33534335764128,0.606732749289591
"GO:0018126","protein hydroxylation","BP",19,6,4,0.33534335764128,0.362765368255731
"GO:0032482","Rab protein signal transduction","BP",19,6,1,0.33534335764128,0.963781973037355
"GO:0060314","regulation of ryanodine-sensitive calcium-release channel activity","BP",19,6,4,0.33534335764128,0.362765368255731
"GO:0033081","regulation of T cell differentiation in thymus","BP",19,6,3,0.33534335764128,0.606732749289591
"GO:0035455","response to interferon-alpha","BP",19,6,4,0.33534335764128,0.362765368255731
"GO:0021522","spinal cord motor neuron differentiation","BP",19,6,1,0.33534335764128,0.963781973037355
"GO:0070542","response to fatty acid","BP",47,12,9,0.527580063913613,0.335482977408641
"GO:0070646","protein modification by small protein removal","BP",130,35,23,0.345314573890078,0.335500328012727
"GO:0006956","complement activation","BP",68,19,12,0.335977543613734,0.406251519815416
"GO:0019233","sensory perception of pain","BP",68,19,8,0.335977543613734,0.872233539082738
"GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","BP",91,25,11,0.336442479886666,0.881548438338241
"GO:0051209","release of sequestered calcium ion into cytosol","BP",91,25,16,0.336442479886666,0.384164725668005
"GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","BP",49,14,9,0.336703232713376,0.383950149688059
"GO:0032509","endosome transport via multivesicular body sorting pathway","BP",24,6,5,0.581620876877188,0.337410115827504
"GO:0006691","leukotriene metabolic process","BP",24,5,5,0.756412441238824,0.337410115827504
"GO:0036258","multivesicular body assembly","BP",24,6,5,0.581620876877188,0.337410115827504
"GO:0036257","multivesicular body organization","BP",24,6,5,0.581620876877188,0.337410115827504
"GO:0031365","N-terminal protein amino acid modification","BP",24,1,5,0.999027450065351,0.337410115827504
"GO:0046627","negative regulation of insulin receptor signaling pathway","BP",24,7,5,0.396261716001662,0.337410115827504
"GO:0051497","negative regulation of stress fiber assembly","BP",24,6,5,0.581620876877188,0.337410115827504
"GO:0009648","photoperiodism","BP",24,7,5,0.396261716001662,0.337410115827504
"GO:0055023","positive regulation of cardiac muscle tissue growth","BP",24,6,5,0.581620876877188,0.337410115827504
"GO:0006221","pyrimidine nucleotide biosynthetic process","BP",24,6,5,0.581620876877188,0.337410115827504
"GO:0032374","regulation of cholesterol transport","BP",24,7,5,0.396261716001662,0.337410115827504
"GO:0010837","regulation of keratinocyte proliferation","BP",24,6,5,0.581620876877188,0.337410115827504
"GO:0032371","regulation of sterol transport","BP",24,7,5,0.396261716001662,0.337410115827504
"GO:0006284","base-excision repair","BP",34,10,5,0.340123475172823,0.65427594290134
"GO:0060043","regulation of cardiac muscle cell proliferation","BP",34,10,5,0.340123475172823,0.65427594290134
"GO:0038084","vascular endothelial growth factor signaling pathway","BP",34,10,4,0.340123475172823,0.816634801618198
"GO:0006941","striated muscle contraction","BP",122,33,21,0.340179390192582,0.39607884026146
"GO:0010522","regulation of calcium ion transport into cytosol","BP",72,20,13,0.340575029283129,0.36543948855222
"GO:0045104","intermediate filament cytoskeleton organization","BP",65,13,12,0.863487311237866,0.344035956053727
"GO:0045103","intermediate filament-based process","BP",65,13,12,0.863487311237866,0.344035956053727
"GO:0006891","intra-Golgi vesicle-mediated transport","BP",30,6,6,0.800485901026004,0.346267968809731
"GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","BP",30,5,6,0.904027665355311,0.346267968809731
"GO:0048875","chemical homeostasis within a tissue","BP",13,4,3,0.418538522362523,0.346926703272239
"GO:0043652","engulfment of apoptotic cell","BP",13,3,3,0.669979520916553,0.346926703272239
"GO:0043249","erythrocyte maturation","BP",13,3,3,0.669979520916553,0.346926703272239
"GO:0001574","ganglioside biosynthetic process","BP",13,4,3,0.418538522362523,0.346926703272239
