"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0045956","positive regulation of calcium ion-dependent exocytosis","BP",13,3,8,0.84644806845082,0.307346567203924
"GO:0051984","positive regulation of chromosome segregation","BP",13,3,8,0.84644806845082,0.307346567203924
"GO:0090026","positive regulation of monocyte chemotaxis","BP",13,3,8,0.84644806845082,0.307346567203924
"GO:0010893","positive regulation of steroid biosynthetic process","BP",13,5,8,0.421089549957195,0.307346567203924
"GO:0042448","progesterone metabolic process","BP",13,5,8,0.421089549957195,0.307346567203924
"GO:0070071","proton-transporting two-sector ATPase complex assembly","BP",13,2,8,0.955983256040268,0.307346567203924
"GO:0009130","pyrimidine nucleoside monophosphate biosynthetic process","BP",13,5,8,0.421089549957195,0.307346567203924
"GO:0045540","regulation of cholesterol biosynthetic process","BP",13,5,8,0.421089549957195,0.307346567203924
"GO:0106118","regulation of sterol biosynthetic process","BP",13,5,8,0.421089549957195,0.307346567203924
"GO:0099116","tRNA 5'-end processing","BP",13,5,8,0.421089549957195,0.307346567203924
"GO:0042359","vitamin D metabolic process","BP",13,4,8,0.653286730065632,0.307346567203924
"GO:0071875","adrenergic receptor signaling pathway","BP",20,8,11,0.308089369187961,0.435368369405428
"GO:0060914","heart formation","BP",20,8,11,0.308089369187961,0.435368369405428
"GO:0006658","phosphatidylserine metabolic process","BP",20,8,9,0.308089369187961,0.767114822080876
"GO:0034143","regulation of toll-like receptor 4 signaling pathway","BP",20,8,9,0.308089369187961,0.767114822080876
"GO:0014072","response to isoquinoline alkaloid","BP",20,8,11,0.308089369187961,0.435368369405428
"GO:0043278","response to morphine","BP",20,8,11,0.308089369187961,0.435368369405428
"GO:0007288","sperm axoneme assembly","BP",20,8,9,0.308089369187961,0.767114822080876
"GO:0019233","sensory perception of pain","BP",68,21,37,0.653927611804983,0.30958254275731
"GO:0045776","negative regulation of blood pressure","BP",28,7,16,0.853015430550459,0.310173136225903
"GO:0010923","negative regulation of phosphatase activity","BP",28,8,16,0.73460610563071,0.310173136225903
"GO:0033555","multicellular organismal response to stress","BP",47,14,26,0.703655465783779,0.31135322377496
"GO:0034103","regulation of tissue remodeling","BP",58,21,28,0.315201261453802,0.689885008402724
"GO:0038094","Fc-gamma receptor signaling pathway","BP",23,9,11,0.315739252822486,0.684458301558293
"GO:0042278","purine nucleoside metabolic process","BP",23,9,11,0.315739252822486,0.684458301558293
"GO:0015868","purine ribonucleotide transport","BP",23,9,12,0.315739252822486,0.525637788507301
"GO:0070373","negative regulation of ERK1 and ERK2 cascade","BP",49,14,27,0.766320535426499,0.316282974227578
"GO:0043627","response to estrogen","BP",49,15,27,0.660865932201821,0.316282974227578
"GO:0043029","T cell homeostasis","BP",30,9,17,0.678928790066949,0.317824658381942
"GO:0072678","T cell migration","BP",51,17,28,0.499867172346804,0.320976654038155
"GO:0006882","cellular zinc ion homeostasis","BP",26,10,13,0.321868198813874,0.604069191170205
"GO:0019934","cGMP-mediated signaling","BP",26,10,14,0.321868198813874,0.449342388833653
"GO:0031018","endocrine pancreas development","BP",26,10,13,0.321868198813874,0.604069191170205
"GO:0001675","acrosome assembly","BP",15,5,9,0.567757253501178,0.3220152570458
"GO:0003283","atrial septum development","BP",15,6,9,0.353917980112168,0.3220152570458
"GO:0000729","DNA double-strand break processing","BP",15,6,9,0.353917980112168,0.3220152570458
"GO:0006027","glycosaminoglycan catabolic process","BP",15,1,9,0.997234733223954,0.3220152570458
"GO:0072243","metanephric nephron epithelium development","BP",15,6,9,0.353917980112168,0.3220152570458
"GO:0031645","negative regulation of nervous system process","BP",15,5,9,0.567757253501178,0.3220152570458
"GO:0001556","oocyte maturation","BP",15,4,9,0.769920667558591,0.3220152570458
"GO:2000010","positive regulation of protein localization to cell surface","BP",15,2,9,0.977273650523886,0.3220152570458
"GO:1903978","regulation of microglial cell activation","BP",15,5,9,0.567757253501178,0.3220152570458
"GO:0035813","regulation of renal sodium excretion","BP",15,6,9,0.353917980112168,0.3220152570458
"GO:0043501","skeletal muscle adaptation","BP",15,3,9,0.91004729752872,0.3220152570458
"GO:0071816","tail-anchored membrane protein insertion into ER membrane","BP",15,6,9,0.353917980112168,0.3220152570458
"GO:0043586","tongue development","BP",15,6,9,0.353917980112168,0.3220152570458
"GO:0006207","'de novo' pyrimidine nucleobase biosynthetic process","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0007198","adenylate cyclase-inhibiting serotonin receptor signaling pathway","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0019405","alditol catabolic process","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0015742","alpha-ketoglutarate transport","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0097272","ammonium homeostasis","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0003383","apical constriction","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1902262","apoptotic process involved in blood vessel morphogenesis","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0003289","atrial septum primum morphogenesis","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0003190","atrioventricular valve formation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0002322","B cell proliferation involved in immune response","BP",4,0,3,1,0.322489604442812
"GO:0002339","B cell selection","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0070574","cadmium ion transmembrane transport","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0015691","cadmium ion transport","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0036378","calcitriol biosynthetic process from calciol","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0003348","cardiac endothelial cell differentiation","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0060379","cardiac muscle cell myoblast differentiation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0110021","cardiac muscle myoblast proliferation","BP",4,0,3,1,0.322489604442812
"GO:0003211","cardiac ventricle formation","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0002361","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0044108","cellular alcohol biosynthetic process","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0044107","cellular alcohol metabolic process","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0097211","cellular response to gonadotropin-releasing hormone","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0071317","cellular response to isoquinoline alkaloid","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0071315","cellular response to morphine","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0038146","chemokine (C-X-C motif) ligand 12 signaling pathway","BP",4,0,3,1,0.322489604442812
"GO:0019240","citrulline biosynthetic process","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0048205","COPI coating of Golgi vesicle","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0035964","COPI-coated vesicle budding","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0043622","cortical microtubule organization","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0140361","cyclic-GMP-AMP transmembrane import across plasma membrane","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0098963","dendritic transport of messenger ribonucleoprotein complex","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0098961","dendritic transport of ribonucleoprotein complex","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0009597","detection of virus","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0046543","development of secondary female sexual characteristics","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0046079","dUMP catabolic process","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0048703","embryonic viscerocranium morphogenesis","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0071926","endocannabinoid signaling pathway","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0060956","endocardial cell differentiation","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0071603","endothelial cell-cell adhesion","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0035635","entry of bacterium into host cell","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0070987","error-free translesion synthesis","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0010430","fatty acid omega-oxidation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0019317","fucose catabolic process","BP",4,0,3,1,0.322489604442812
"GO:0034775","glutathione transmembrane transport","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0019563","glycerol catabolic process","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0090166","Golgi disassembly","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0048200","Golgi transport vesicle coating","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0046098","guanine metabolic process","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0060022","hard palate development","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0071894","histone H2B conserved C-terminal lysine ubiquitination","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0034729","histone H3-K79 methylation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0032959","inositol trisphosphate biosynthetic process","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0038028","insulin receptor signaling pathway via phosphatidylinositol 3-kinase","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0006550","isoleucine catabolic process","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0048289","isotype switching to IgE isotypes","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1903826","L-arginine transmembrane transport","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0042355","L-fucose catabolic process","BP",4,0,3,1,0.322489604442812
"GO:0042354","L-fucose metabolic process","BP",4,0,3,1,0.322489604442812
"GO:1903352","L-ornithine transmembrane transport","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0061757","leukocyte adhesion to arterial endothelial cell","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0042758","long-chain fatty acid catabolic process","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0043570","maintenance of DNA repeat elements","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0072656","maintenance of protein location in mitochondrion","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0060374","mast cell differentiation","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0097325","melanocyte proliferation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0086046","membrane depolarization during SA node cell action potential","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0035502","metanephric part of ureteric bud development","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0044785","metaphase/anaphase transition of meiotic cell cycle","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0002282","microglial cell activation involved in immune response","BP",4,0,3,1,0.322489604442812
"GO:0030035","microspike assembly","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0043504","mitochondrial DNA repair","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0000964","mitochondrial RNA 5'-end processing","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0070126","mitochondrial translational termination","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0006777","Mo-molybdopterin cofactor biosynthetic process","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0019720","Mo-molybdopterin cofactor metabolic process","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0043545","molybdopterin cofactor metabolic process","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0014905","myoblast fusion involved in skeletal muscle regeneration","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0006116","NADH oxidation","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0071866","negative regulation of apoptotic process in bone marrow cell","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0055118","negative regulation of cardiac muscle contraction","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0045794","negative regulation of cell volume","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:2000342","negative regulation of chemokine (C-X-C motif) ligand 2 production","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:1903542","negative regulation of exosomal secretion","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:2000252","negative regulation of feeding behavior","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0007621","negative regulation of female receptivity","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1903976","negative regulation of glial cell migration","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0051799","negative regulation of hair follicle development","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:2000346","negative regulation of hepatocyte proliferation","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1900113","negative regulation of histone H3-K9 trimethylation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0090241","negative regulation of histone H4 acetylation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0033128","negative regulation of histone phosphorylation","BP",4,0,3,1,0.322489604442812
"GO:0045829","negative regulation of isotype switching","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1902744","negative regulation of lamellipodium organization","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0039534","negative regulation of MDA-5 signaling pathway","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1901994","negative regulation of meiotic cell cycle phase transition","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1903979","negative regulation of microglial cell activation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0045950","negative regulation of mitotic recombination","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0007406","negative regulation of neuroblast proliferation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:1900226","negative regulation of NLRP3 inflammasome complex assembly","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:2000051","negative regulation of non-canonical Wnt signaling pathway","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0046826","negative regulation of protein export from nucleus","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0090038","negative regulation of protein kinase C signaling","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0035021","negative regulation of Rac protein signal transduction","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0060268","negative regulation of respiratory burst","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0034242","negative regulation of syncytium formation by plasma membrane fusion","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1901837","negative regulation of transcription of nucleolar large rRNA by RNA polymerase I","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0061044","negative regulation of vascular wound healing","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0038189","neuropilin signaling pathway","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0098700","neurotransmitter loading into synaptic vesicle","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0032898","neurotrophin production","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0030473","nuclear migration along microtubule","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0071042","nuclear polyadenylation-dependent mRNA catabolic process","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0071895","odontoblast differentiation","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0002072","optic cup morphogenesis involved in camera-type eye development","BP",4,0,3,1,0.322489604442812
"GO:0060066","oviduct development","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0018197","peptidyl-aspartic acid modification","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0090383","phagosome acidification","BP",4,0,3,1,0.322489604442812
"GO:0046338","phosphatidylethanolamine catabolic process","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0035790","platelet-derived growth factor receptor-alpha signaling pathway","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0071047","polyadenylation-dependent mRNA catabolic process","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1905870","positive regulation of 3'-UTR-mediated mRNA stabilization","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1905908","positive regulation of amyloid fibril formation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0042986","positive regulation of amyloid precursor protein biosynthetic process","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0110024","positive regulation of cardiac muscle myoblast proliferation","BP",4,0,3,1,0.322489604442812
"GO:2000563","positive regulation of CD4-positive, alpha-beta T cell proliferation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0032831","positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:2000370","positive regulation of clathrin-dependent endocytosis","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:2000848","positive regulation of corticosteroid hormone secretion","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:2001200","positive regulation of dendritic cell differentiation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0033603","positive regulation of dopamine secretion","BP",4,0,3,1,0.322489604442812
"GO:1903373","positive regulation of endoplasmic reticulum tubular network organization","BP",4,0,3,1,0.322489604442812
"GO:0060501","positive regulation of epithelial cell proliferation involved in lung morphogenesis","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0090271","positive regulation of fibroblast growth factor production","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0071657","positive regulation of granulocyte colony-stimulating factor production","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1901843","positive regulation of high voltage-gated calcium channel activity","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:2001168","positive regulation of histone H2B ubiquitination","BP",4,0,3,1,0.322489604442812
"GO:0071442","positive regulation of histone H3-K14 acetylation","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0010729","positive regulation of hydrogen peroxide biosynthetic process","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1901300","positive regulation of hydrogen peroxide-mediated programmed cell death","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0048298","positive regulation of isotype switching to IgA isotypes","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:1904504","positive regulation of lipophagy","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:1901258","positive regulation of macrophage colony-stimulating factor production","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0034184","positive regulation of maintenance of mitotic sister chromatid cohesion","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0034093","positive regulation of maintenance of sister chromatid cohesion","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1904151","positive regulation of microglial cell mediated cytotoxicity","BP",4,0,3,1,0.322489604442812
"GO:1904528","positive regulation of microtubule binding","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0032430","positive regulation of phospholipase A2 activity","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1902685","positive regulation of receptor localization to synapse","BP",4,0,3,1,0.322489604442812
"GO:1901671","positive regulation of superoxide dismutase activity","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:2000611","positive regulation of thyroid hormone generation","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0045903","positive regulation of translational fidelity","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0032058","positive regulation of translational initiation in response to stress","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0072107","positive regulation of ureteric bud formation","BP",4,0,3,1,0.322489604442812
"GO:0051189","prosthetic group metabolic process","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0018344","protein geranylgeranylation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0061739","protein lipidation involved in autophagosome assembly","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0030091","protein repair","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0009146","purine nucleoside triphosphate catabolic process","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0006848","pyruvate transport","BP",4,0,3,1,0.322489604442812
"GO:0021942","radial glia guided migration of Purkinje cell","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0097500","receptor localization to non-motile cilium","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0046813","receptor-mediated virion attachment to host cell","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:1904616","regulation of actin binding","BP",4,0,3,1,0.322489604442812
"GO:1905034","regulation of antifungal innate immune response","BP",4,0,3,1,0.322489604442812
"GO:0002580","regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0071865","regulation of apoptotic process in bone marrow cell","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0009786","regulation of asymmetric cell division","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:1903891","regulation of ATF6-mediated unfolded protein response","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0061046","regulation of branching involved in lung morphogenesis","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:1903233","regulation of calcium ion-dependent exocytosis of neurotransmitter","BP",4,0,3,1,0.322489604442812
"GO:0110022","regulation of cardiac muscle myoblast proliferation","BP",4,0,3,1,0.322489604442812
"GO:0032829","regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0071922","regulation of cohesin loading","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0010710","regulation of collagen catabolic process","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1904688","regulation of cytoplasmic translational initiation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:1903998","regulation of eating behavior","BP",4,0,3,1,0.322489604442812
"GO:0060699","regulation of endoribonuclease activity","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0060398","regulation of growth hormone receptor signaling pathway","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:2000618","regulation of histone H4-K16 acetylation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0048293","regulation of isotype switching to IgE isotypes","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1904502","regulation of lipophagy","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:1905132","regulation of meiotic chromosome separation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0098902","regulation of membrane depolarization during action potential","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:1902102","regulation of metaphase/anaphase transition of meiotic cell cycle","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:2000625","regulation of miRNA catabolic process","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:1903108","regulation of mitochondrial transcription","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1905274","regulation of modification of postsynaptic actin cytoskeleton","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:2000437","regulation of monocyte extravasation","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:1902031","regulation of NADP metabolic process","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0051136","regulation of NK T cell differentiation","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1903995","regulation of non-membrane spanning protein tyrosine kinase activity","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1900193","regulation of oocyte maturation","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:2000298","regulation of Rho-dependent protein serine/threonine kinase activity","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0060297","regulation of sarcomere organization","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:2000118","regulation of sodium-dependent phosphate transport","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:2000407","regulation of T cell extravasation","BP",4,0,3,1,0.322489604442812
"GO:0008592","regulation of Toll signaling pathway","BP",4,0,3,1,0.322489604442812
"GO:0032910","regulation of transforming growth factor beta3 production","BP",4,0,3,1,0.322489604442812
"GO:0072106","regulation of ureteric bud formation","BP",4,0,3,1,0.322489604442812
"GO:0060373","regulation of ventricular cardiac muscle cell membrane depolarization","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0097210","response to gonadotropin-releasing hormone","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0009644","response to high light intensity","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:1904016","response to Thyroglobulin triiodothyronine","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0009414","response to water deprivation","BP",4,0,3,1,0.322489604442812
"GO:1990009","retinal cell apoptotic process","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0003406","retinal pigment epithelium development","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0006610","ribosomal protein import into nucleus","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0032185","septin cytoskeleton organization","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0003284","septum primum development","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0035583","sequestering of TGFbeta in extracellular matrix","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0014732","skeletal muscle atrophy","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0090400","stress-induced premature senescence","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0006729","tetrahydrobiopterin biosynthetic process","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0046654","tetrahydrofolate biosynthetic process","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0099191","trans-synaptic signaling by BDNF","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0099183","trans-synaptic signaling by BDNF, modulating synaptic transmission","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0032907","transforming growth factor beta3 production","BP",4,0,3,1,0.322489604442812
"GO:0035443","tripeptide transmembrane transport","BP",4,2,3,0.391991650633635,0.322489604442812
"GO:0014721","twitch skeletal muscle contraction","BP",4,0,3,1,0.322489604442812
"GO:0048280","vesicle fusion with Golgi apparatus","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0042816","vitamin B6 metabolic process","BP",4,1,3,0.792018474580978,0.322489604442812
"GO:0003010","voluntary skeletal muscle contraction","BP",4,0,3,1,0.322489604442812
"GO:0051083","'de novo' cotranslational protein folding","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0044210","'de novo' CTP biosynthetic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1902270","(R)-carnitine transmembrane transport","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1900749","(R)-carnitine transport","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0009257","10-formyltetrahydrofolate biosynthetic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0034463","90S preribosome assembly","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0006083","acetate metabolic process","BP",1,1,0,0.324661138970259,1
"GO:0043438","acetoacetic acid metabolic process","BP",1,1,0,0.324661138970259,1
"GO:0019427","acetyl-CoA biosynthetic process from acetate","BP",1,1,0,0.324661138970259,1
"GO:0003069","acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0090425","acinar cell differentiation","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0051666","actin cortical patch localization","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0051695","actin filament uncapping","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0031289","actin phosphorylation","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0007014","actin ubiquitination","BP",1,1,0,0.324661138970259,1
"GO:0070238","activated T cell autonomous cell death","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0060466","activation of meiosis involved in egg activation","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0060520","activation of prostate induction by androgen receptor signaling pathway","BP",1,1,0,0.324661138970259,1
"GO:1902616","acyl carnitine transmembrane transport","BP",1,1,0,0.324661138970259,1
"GO:0006844","acyl carnitine transport","BP",1,1,0,0.324661138970259,1
"GO:1901911","adenosine 5'-(hexahydrogen pentaphosphate) catabolic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1901910","adenosine 5'-(hexahydrogen pentaphosphate) metabolic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0046086","adenosine biosynthetic process","BP",1,1,0,0.324661138970259,1
